timestamp,artist,song,genre,duration_seconds,full_duration,completion_rate,mood,activity,day_of_week,hour,month
2024-01-09 20:43:00,The Weeknd,Blinding Lights,Pop,207,207,1.0,Chill,Partying,Tuesday,20,January
2024-01-10 12:51:00,Tame Impala,The Less I Know the Better,Indie Rock,85,284,0.3,Happy,Relaxing,Wednesday,12,January
2024-01-11 05:43:00,Beach House,Lazuli,Indie Rock,183,183,1.0,Energetic,Relaxing,Thursday,5,January
2024-01-12 00:56:00,Beach House,On The Sea,Indie Rock,237,237,1.0,Melancholic,Relaxing,Friday,0,January
2024-01-12 03:41:00,The Strokes,Reptilia,Alternative,274,274,1.0,Energetic,Partying,Friday,3,January
2024-01-12 11:35:00,Kamasi Washington,The Next Step,Jazz,247,247,1.0,Focused,Relaxing,Friday,11,January
2024-01-12 21:43:00,Fleet Foxes,Mykonos,Folk,194,194,1.0,Happy,Working,Friday,21,January
2024-01-14 07:29:00,Arctic Monkeys,505,Alternative,202,202,1.0,Energetic,Working,Sunday,7,January
2024-01-14 15:07:00,Kamasi Washington,The Garden Path,Jazz,204,204,1.0,Happy,Working Out,Sunday,15,January
2024-01-15 03:49:00,The Strokes,The Adults Are Talking,Alternative,210,210,1.0,Happy,Working,Monday,3,January
2024-01-15 15:07:00,Arctic Monkeys,Why Did You Only Call Me?,Alternative,277,277,1.0,Melancholic,Commuting,Monday,15,January
2024-01-15 18:41:00,Arctic Monkeys,Why Did You Only Call Me?,Alternative,209,209,1.0,Focused,Working Out,Monday,18,January
2024-01-16 00:50:00,Kamasi Washington,Truth,Jazz,143,205,0.7,Happy,Relaxing,Tuesday,0,January
2024-01-16 16:41:00,Kendrick Lamar,N95,Hip Hop,207,207,1.0,Focused,Partying,Tuesday,16,January
2024-01-17 00:51:00,Beach House,On The Sea,Indie Rock,165,236,0.7,Chill,Commuting,Wednesday,0,January
2024-01-17 06:29:00,The Strokes,Someday,Alternative,187,187,1.0,Melancholic,Working,Wednesday,6,January
2024-01-17 09:44:00,The Strokes,Last Nite,Alternative,265,265,1.0,Focused,Partying,Wednesday,9,January
2024-01-17 12:22:00,Taylor Swift,Anti-Hero,Pop,284,284,1.0,Happy,Partying,Wednesday,12,January
2024-01-17 16:42:00,The Strokes,Last Nite,Alternative,214,214,1.0,Melancholic,Working Out,Wednesday,16,January
2024-01-18 19:55:00,Bonobo,Kerala,Electronic,234,234,1.0,Chill,Working Out,Thursday,19,January
2024-01-19 01:46:00,Arctic Monkeys,505,Alternative,222,222,1.0,Energetic,Working Out,Friday,1,January
2024-01-20 07:18:00,Beach House,Lazuli,Indie Rock,236,236,1.0,Focused,Commuting,Saturday,7,January
2024-01-20 14:51:00,Bonobo,Cirrus,Electronic,280,280,1.0,Chill,Relaxing,Saturday,14,January
2024-01-20 16:08:00,The Strokes,The Adults Are Talking,Alternative,227,227,1.0,Focused,Commuting,Saturday,16,January
2024-01-20 16:45:00,Bonobo,Break Apart,Electronic,298,298,1.0,Focused,Relaxing,Saturday,16,January
2024-01-21 15:25:00,Fleet Foxes,Mykonos,Folk,204,204,1.0,Energetic,Commuting,Sunday,15,January
2024-01-21 16:17:00,Fleet Foxes,Blue Ridge Mountains,Folk,274,274,1.0,Melancholic,Commuting,Sunday,16,January
2024-01-22 00:17:00,Bonobo,Kerala,Electronic,221,221,1.0,Chill,Working Out,Monday,0,January
2024-01-22 01:55:00,The Strokes,Last Nite,Alternative,218,218,1.0,Happy,Relaxing,Monday,1,January
2024-01-22 04:55:00,Tame Impala,Lost in Yesterday,Indie Rock,298,298,1.0,Happy,Working Out,Monday,4,January
2024-01-22 14:05:00,Tame Impala,The Less I Know the Better,Indie Rock,298,298,1.0,Chill,Commuting,Monday,14,January
2024-01-22 21:56:00,Kamasi Washington,Truth,Jazz,297,297,1.0,Chill,Relaxing,Monday,21,January
2024-01-22 22:25:00,The Weeknd,Die For You,Pop,213,213,1.0,Energetic,Working Out,Monday,22,January
2024-01-23 18:06:00,Kendrick Lamar,DNA.,Hip Hop,290,290,1.0,Melancholic,Relaxing,Tuesday,18,January
2024-01-24 08:35:00,Bonobo,Break Apart,Electronic,288,288,1.0,Chill,Relaxing,Wednesday,8,January
2024-01-24 12:08:00,Tame Impala,Borderline,Indie Rock,250,250,1.0,Focused,Partying,Wednesday,12,January
2024-01-24 12:32:00,Kamasi Washington,The Garden Path,Jazz,283,283,1.0,Focused,Working,Wednesday,12,January
2024-01-24 12:56:00,Bonobo,Linked,Electronic,249,249,1.0,Energetic,Commuting,Wednesday,12,January
2024-01-25 00:00:00,The Strokes,Someday,Alternative,289,289,1.0,Chill,Working,Thursday,0,January
2024-01-25 02:21:00,Fleet Foxes,Mykonos,Folk,284,284,1.0,Focused,Relaxing,Thursday,2,January
2024-01-25 05:51:00,Kamasi Washington,The Garden Path,Jazz,85,286,0.3,Melancholic,Partying,Thursday,5,January
2024-01-25 10:27:00,Bonobo,Cirrus,Electronic,237,237,1.0,Chill,Partying,Thursday,10,January
2024-01-25 19:09:00,Beach House,Space Song,Indie Rock,207,207,1.0,Energetic,Commuting,Thursday,19,January
2024-01-25 23:14:00,Taylor Swift,Cardigan,Pop,245,245,1.0,Chill,Working Out,Thursday,23,January
2024-01-26 02:40:00,The Strokes,Last Nite,Alternative,189,189,1.0,Focused,Relaxing,Friday,2,January
2024-01-26 05:21:00,Kendrick Lamar,Money Trees,Hip Hop,202,202,1.0,Focused,Working,Friday,5,January
2024-01-26 06:44:00,Kendrick Lamar,Alright,Hip Hop,227,227,1.0,Chill,Partying,Friday,6,January
2024-01-26 11:23:00,Taylor Swift,Cardigan,Pop,250,250,1.0,Energetic,Relaxing,Friday,11,January
2024-01-26 16:59:00,The Weeknd,Blinding Lights,Pop,206,206,1.0,Energetic,Partying,Friday,16,January
2024-01-26 21:05:00,Taylor Swift,Anti-Hero,Pop,193,193,1.0,Focused,Relaxing,Friday,21,January
2024-01-27 18:58:00,Arctic Monkeys,Why Did You Only Call Me?,Alternative,255,255,1.0,Melancholic,Working,Saturday,18,January
2024-01-28 03:44:00,Arctic Monkeys,Do I Wanna Know?,Alternative,265,265,1.0,Chill,Partying,Sunday,3,January
2024-01-28 04:28:00,Tame Impala,Lost in Yesterday,Indie Rock,256,256,1.0,Happy,Relaxing,Sunday,4,January
2024-01-28 21:09:00,Kamasi Washington,The Next Step,Jazz,260,260,1.0,Energetic,Relaxing,Sunday,21,January
2024-01-29 06:56:00,Tame Impala,The Less I Know the Better,Indie Rock,87,290,0.3,Energetic,Relaxing,Monday,6,January
2024-01-29 11:45:00,Tame Impala,Borderline,Indie Rock,269,269,1.0,Focused,Working Out,Monday,11,January
2024-01-30 04:56:00,Taylor Swift,Anti-Hero,Pop,265,265,1.0,Focused,Relaxing,Tuesday,4,January
2024-01-30 13:58:00,Kamasi Washington,The Next Step,Jazz,132,264,0.5,Energetic,Working Out,Tuesday,13,January
2024-01-30 16:07:00,Kamasi Washington,Truth,Jazz,180,180,1.0,Energetic,Working,Tuesday,16,January
2024-01-31 12:05:00,The Strokes,Reptilia,Alternative,284,284,1.0,Melancholic,Working Out,Wednesday,12,January
2024-01-31 15:30:00,Beach House,On The Sea,Indie Rock,243,243,1.0,Focused,Relaxing,Wednesday,15,January
2024-01-31 18:51:00,Arctic Monkeys,505,Alternative,285,285,1.0,Melancholic,Working Out,Wednesday,18,January
2024-02-01 02:00:00,Bonobo,Cirrus,Electronic,226,226,1.0,Happy,Working Out,Thursday,2,February
2024-02-01 04:56:00,The Strokes,The Adults Are Talking,Alternative,241,241,1.0,Melancholic,Working,Thursday,4,February
2024-02-01 12:46:00,The Strokes,Someday,Alternative,68,228,0.3,Focused,Commuting,Thursday,12,February
2024-02-01 18:20:00,Beach House,Space Song,Indie Rock,270,270,1.0,Chill,Commuting,Thursday,18,February
2024-02-01 22:55:00,Beach House,On The Sea,Indie Rock,246,246,1.0,Energetic,Working,Thursday,22,February
2024-02-02 05:23:00,Fleet Foxes,Blue Ridge Mountains,Folk,80,267,0.3,Happy,Relaxing,Friday,5,February
2024-02-02 17:11:00,The Strokes,Last Nite,Alternative,297,297,1.0,Chill,Working,Friday,17,February
2024-02-03 02:05:00,Bonobo,Cirrus,Electronic,239,239,1.0,Happy,Working,Saturday,2,February
2024-02-03 13:20:00,Kendrick Lamar,Alright,Hip Hop,222,222,1.0,Energetic,Commuting,Saturday,13,February
2024-02-04 14:47:00,The Weeknd,Die For You,Pop,64,214,0.3,Energetic,Working,Sunday,14,February
2024-02-05 05:55:00,Tame Impala,The Less I Know the Better,Indie Rock,189,189,1.0,Energetic,Working,Monday,5,February
2024-02-05 07:41:00,Bonobo,Break Apart,Electronic,277,277,1.0,Melancholic,Working,Monday,7,February
2024-02-05 21:03:00,Arctic Monkeys,Why Did You Only Call Me?,Alternative,238,238,1.0,Energetic,Working Out,Monday,21,February
2024-02-05 21:47:00,Arctic Monkeys,505,Alternative,262,262,1.0,Energetic,Partying,Monday,21,February
2024-02-06 08:24:00,Taylor Swift,August,Pop,231,231,1.0,Energetic,Working Out,Tuesday,8,February
2024-02-06 18:01:00,Taylor Swift,Cruel Summer,Pop,165,237,0.7,Chill,Relaxing,Tuesday,18,February
2024-02-06 18:29:00,Fleet Foxes,White Winter Hymnal,Folk,288,288,1.0,Melancholic,Working Out,Tuesday,18,February
2024-02-08 04:10:00,Bonobo,Break Apart,Electronic,227,227,1.0,Focused,Relaxing,Thursday,4,February
2024-02-08 11:46:00,Taylor Swift,Cardigan,Pop,213,213,1.0,Happy,Working Out,Thursday,11,February
2024-02-08 23:16:00,Beach House,On The Sea,Indie Rock,269,269,1.0,Chill,Relaxing,Thursday,23,February
2024-02-09 05:21:00,Arctic Monkeys,Do I Wanna Know?,Alternative,274,274,1.0,Focused,Partying,Friday,5,February
2024-02-09 13:18:00,The Weeknd,Starboy,Pop,196,196,1.0,Chill,Working Out,Friday,13,February
2024-02-09 23:05:00,Kendrick Lamar,Money Trees,Hip Hop,205,205,1.0,Melancholic,Working,Friday,23,February
2024-02-10 10:19:00,Fleet Foxes,Blue Ridge Mountains,Folk,236,236,1.0,Energetic,Commuting,Saturday,10,February
2024-02-10 14:38:00,Kendrick Lamar,N95,Hip Hop,230,230,1.0,Focused,Relaxing,Saturday,14,February
2024-02-10 16:00:00,The Weeknd,Blinding Lights,Pop,278,278,1.0,Focused,Working,Saturday,16,February
2024-02-11 02:04:00,Arctic Monkeys,R U Mine?,Alternative,237,237,1.0,Melancholic,Commuting,Sunday,2,February
2024-02-11 02:22:00,The Strokes,Last Nite,Alternative,107,215,0.5,Melancholic,Partying,Sunday,2,February
2024-02-11 12:18:00,The Strokes,Reptilia,Alternative,259,259,1.0,Energetic,Commuting,Sunday,12,February
2024-02-11 13:01:00,Arctic Monkeys,Do I Wanna Know?,Alternative,291,291,1.0,Focused,Working Out,Sunday,13,February
2024-02-12 19:09:00,Beach House,Space Song,Indie Rock,142,204,0.7,Happy,Commuting,Monday,19,February
2024-02-13 00:09:00,Taylor Swift,Cruel Summer,Pop,217,217,1.0,Focused,Commuting,Tuesday,0,February
2024-02-13 02:28:00,Fleet Foxes,Blue Ridge Mountains,Folk,182,182,1.0,Energetic,Working,Tuesday,2,February
2024-02-13 09:47:00,Arctic Monkeys,Do I Wanna Know?,Alternative,192,192,1.0,Energetic,Working,Tuesday,9,February
2024-02-13 18:37:00,The Weeknd,Starboy,Pop,258,258,1.0,Energetic,Partying,Tuesday,18,February
2024-02-14 08:39:00,The Strokes,Bad Decisions,Alternative,209,209,1.0,Chill,Working,Wednesday,8,February
2024-02-14 10:12:00,Arctic Monkeys,505,Alternative,238,238,1.0,Chill,Relaxing,Wednesday,10,February
2024-02-14 15:28:00,Kamasi Washington,Truth,Jazz,187,187,1.0,Focused,Working,Wednesday,15,February
2024-02-15 03:50:00,The Strokes,Reptilia,Alternative,217,217,1.0,Melancholic,Commuting,Thursday,3,February
2024-02-15 05:49:00,Arctic Monkeys,Why Did You Only Call Me?,Alternative,287,287,1.0,Focused,Partying,Thursday,5,February
2024-02-15 12:04:00,The Strokes,Someday,Alternative,110,220,0.5,Chill,Partying,Thursday,12,February
2024-02-15 14:01:00,Bonobo,Break Apart,Electronic,220,220,1.0,Energetic,Working,Thursday,14,February
2024-02-15 15:26:00,Beach House,Lazuli,Indie Rock,212,212,1.0,Energetic,Working,Thursday,15,February
2024-02-15 19:02:00,The Strokes,Last Nite,Alternative,260,260,1.0,Chill,Partying,Thursday,19,February
2024-02-15 20:17:00,Bonobo,Cirrus,Electronic,296,296,1.0,Chill,Working,Thursday,20,February
2024-02-16 00:13:00,Bonobo,Cirrus,Electronic,237,237,1.0,Chill,Working,Friday,0,February
2024-02-16 01:58:00,Fleet Foxes,Mykonos,Folk,253,253,1.0,Happy,Working Out,Friday,1,February
2024-02-16 07:47:00,Arctic Monkeys,R U Mine?,Alternative,200,200,1.0,Melancholic,Working,Friday,7,February
2024-02-16 12:25:00,The Strokes,Reptilia,Alternative,279,279,1.0,Energetic,Partying,Friday,12,February
2024-02-17 00:15:00,Kendrick Lamar,N95,Hip Hop,215,215,1.0,Energetic,Commuting,Saturday,0,February
2024-02-17 07:48:00,Arctic Monkeys,R U Mine?,Alternative,239,239,1.0,Happy,Working Out,Saturday,7,February
2024-02-17 11:19:00,Tame Impala,Lost in Yesterday,Indie Rock,281,281,1.0,Focused,Partying,Saturday,11,February
2024-02-17 11:29:00,Bonobo,Kerala,Electronic,216,216,1.0,Energetic,Commuting,Saturday,11,February
2024-02-17 12:31:00,Kamasi Washington,The Next Step,Jazz,187,187,1.0,Melancholic,Working,Saturday,12,February
2024-02-17 18:43:00,The Strokes,Last Nite,Alternative,226,226,1.0,Happy,Commuting,Saturday,18,February
2024-02-18 19:53:00,Kendrick Lamar,Alright,Hip Hop,286,286,1.0,Chill,Partying,Sunday,19,February
2024-02-18 22:34:00,Bonobo,Kerala,Electronic,229,229,1.0,Happy,Working,Sunday,22,February
2024-02-19 06:14:00,Kamasi Washington,Truth,Jazz,186,186,1.0,Focused,Commuting,Monday,6,February
2024-02-19 22:36:00,The Strokes,Last Nite,Alternative,270,270,1.0,Melancholic,Working,Monday,22,February
2024-02-19 23:07:00,Kendrick Lamar,Alright,Hip Hop,269,269,1.0,Happy,Working,Monday,23,February
2024-02-20 11:24:00,Kendrick Lamar,Money Trees,Hip Hop,250,250,1.0,Melancholic,Working,Tuesday,11,February
2024-02-21 01:23:00,Arctic Monkeys,Why Did You Only Call Me?,Alternative,285,285,1.0,Chill,Working Out,Wednesday,1,February
2024-02-21 04:06:00,The Weeknd,Blinding Lights,Pop,205,205,1.0,Focused,Working Out,Wednesday,4,February
2024-02-21 07:01:00,The Strokes,The Adults Are Talking,Alternative,193,193,1.0,Happy,Working Out,Wednesday,7,February
2024-02-21 10:31:00,Kendrick Lamar,Alright,Hip Hop,239,239,1.0,Focused,Working Out,Wednesday,10,February
2024-02-21 18:33:00,Taylor Swift,August,Pop,221,221,1.0,Focused,Partying,Wednesday,18,February
2024-02-21 18:47:00,The Strokes,Reptilia,Alternative,263,263,1.0,Energetic,Working,Wednesday,18,February
2024-02-21 19:21:00,Fleet Foxes,Blue Ridge Mountains,Folk,295,295,1.0,Chill,Working Out,Wednesday,19,February
2024-02-21 21:40:00,Arctic Monkeys,505,Alternative,290,290,1.0,Chill,Partying,Wednesday,21,February
2024-02-21 22:53:00,Kendrick Lamar,Alright,Hip Hop,191,191,1.0,Energetic,Partying,Wednesday,22,February
2024-02-23 02:38:00,Beach House,Myth,Indie Rock,287,287,1.0,Energetic,Partying,Friday,2,February
2024-02-23 08:48:00,Arctic Monkeys,505,Alternative,67,224,0.3,Melancholic,Partying,Friday,8,February
2024-02-23 09:38:00,Taylor Swift,Anti-Hero,Pop,285,285,1.0,Energetic,Working,Friday,9,February
2024-02-23 14:15:00,Beach House,Lazuli,Indie Rock,232,232,1.0,Focused,Working,Friday,14,February
2024-02-23 18:54:00,Bonobo,Kerala,Electronic,288,288,1.0,Energetic,Working,Friday,18,February
2024-02-23 20:07:00,The Weeknd,Save Your Tears,Pop,236,236,1.0,Focused,Relaxing,Friday,20,February
2024-02-23 21:17:00,Arctic Monkeys,Do I Wanna Know?,Alternative,182,182,1.0,Chill,Working Out,Friday,21,February
2024-02-24 17:01:00,Bonobo,Linked,Electronic,195,195,1.0,Happy,Relaxing,Saturday,17,February
2024-02-24 22:03:00,The Strokes,Last Nite,Alternative,239,239,1.0,Happy,Partying,Saturday,22,February
2024-02-25 12:53:00,The Strokes,Someday,Alternative,245,245,1.0,Focused,Partying,Sunday,12,February
2024-02-25 19:48:00,The Weeknd,Starboy,Pop,198,198,1.0,Focused,Partying,Sunday,19,February
2024-02-26 02:51:00,Bonobo,Kerala,Electronic,207,207,1.0,Chill,Working Out,Monday,2,February
2024-02-27 03:29:00,Bonobo,Cirrus,Electronic,149,214,0.7,Happy,Working,Tuesday,3,February
2024-02-27 18:26:00,The Strokes,The Adults Are Talking,Alternative,224,224,1.0,Happy,Working Out,Tuesday,18,February
2024-02-29 01:38:00,Tame Impala,Let It Happen,Indie Rock,263,263,1.0,Focused,Partying,Thursday,1,February
2024-02-29 23:06:00,The Weeknd,Save Your Tears,Pop,298,298,1.0,Focused,Relaxing,Thursday,23,February
2024-03-01 06:35:00,The Weeknd,Starboy,Pop,217,217,1.0,Energetic,Partying,Friday,6,March
2024-03-02 01:55:00,Tame Impala,Let It Happen,Indie Rock,246,246,1.0,Melancholic,Relaxing,Saturday,1,March
2024-03-02 07:42:00,Kendrick Lamar,N95,Hip Hop,188,188,1.0,Energetic,Commuting,Saturday,7,March
2024-03-02 15:01:00,Tame Impala,Borderline,Indie Rock,233,233,1.0,Melancholic,Relaxing,Saturday,15,March
2024-03-02 16:35:00,Taylor Swift,Anti-Hero,Pop,286,286,1.0,Melancholic,Relaxing,Saturday,16,March
2024-03-02 19:57:00,Fleet Foxes,Mykonos,Folk,241,241,1.0,Focused,Commuting,Saturday,19,March
2024-03-02 23:22:00,Fleet Foxes,White Winter Hymnal,Folk,227,227,1.0,Happy,Working Out,Saturday,23,March
2024-03-03 00:32:00,The Weeknd,Blinding Lights,Pop,226,226,1.0,Energetic,Commuting,Sunday,0,March
2024-03-03 01:20:00,Tame Impala,Let It Happen,Indie Rock,183,183,1.0,Energetic,Working,Sunday,1,March
2024-03-03 07:43:00,Tame Impala,Borderline,Indie Rock,193,193,1.0,Focused,Partying,Sunday,7,March
2024-03-03 16:32:00,Arctic Monkeys,505,Alternative,227,227,1.0,Focused,Working,Sunday,16,March
2024-03-04 08:18:00,Fleet Foxes,Mykonos,Folk,216,216,1.0,Energetic,Partying,Monday,8,March
2024-03-04 10:08:00,Arctic Monkeys,Why Did You Only Call Me?,Alternative,288,288,1.0,Melancholic,Partying,Monday,10,March
2024-03-04 14:03:00,The Strokes,Last Nite,Alternative,134,268,0.5,Chill,Working,Monday,14,March
2024-03-04 15:36:00,Arctic Monkeys,505,Alternative,96,192,0.5,Energetic,Commuting,Monday,15,March
2024-03-05 10:09:00,Bonobo,Kerala,Electronic,258,258,1.0,Melancholic,Commuting,Tuesday,10,March
2024-03-05 11:56:00,Arctic Monkeys,505,Alternative,180,180,1.0,Chill,Commuting,Tuesday,11,March
2024-03-05 15:10:00,Taylor Swift,August,Pop,273,273,1.0,Happy,Relaxing,Tuesday,15,March
2024-03-07 00:31:00,Taylor Swift,Cruel Summer,Pop,279,279,1.0,Chill,Working Out,Thursday,0,March
2024-03-07 00:41:00,Bonobo,Kerala,Electronic,189,189,1.0,Focused,Working Out,Thursday,0,March
2024-03-07 03:37:00,Fleet Foxes,White Winter Hymnal,Folk,278,278,1.0,Energetic,Relaxing,Thursday,3,March
2024-03-08 12:06:00,Kendrick Lamar,Alright,Hip Hop,228,228,1.0,Melancholic,Working Out,Friday,12,March
2024-03-08 15:02:00,Kamasi Washington,Truth,Jazz,244,244,1.0,Chill,Partying,Friday,15,March
2024-03-08 21:16:00,Beach House,Myth,Indie Rock,185,185,1.0,Melancholic,Working,Friday,21,March
2024-03-09 05:14:00,The Strokes,The Adults Are Talking,Alternative,261,261,1.0,Energetic,Partying,Saturday,5,March
2024-03-09 10:20:00,The Strokes,Bad Decisions,Alternative,131,263,0.5,Melancholic,Working,Saturday,10,March
2024-03-09 18:03:00,Tame Impala,Borderline,Indie Rock,143,205,0.7,Happy,Relaxing,Saturday,18,March
2024-03-09 20:02:00,Fleet Foxes,Mykonos,Folk,191,191,1.0,Chill,Working Out,Saturday,20,March
2024-03-10 13:18:00,Tame Impala,Lost in Yesterday,Indie Rock,194,194,1.0,Chill,Partying,Sunday,13,March
2024-03-10 19:46:00,Bonobo,Break Apart,Electronic,285,285,1.0,Energetic,Commuting,Sunday,19,March
2024-03-11 09:31:00,Kamasi Washington,Truth,Jazz,230,230,1.0,Focused,Commuting,Monday,9,March
2024-03-11 09:36:00,Arctic Monkeys,Do I Wanna Know?,Alternative,232,232,1.0,Chill,Commuting,Monday,9,March
2024-03-11 10:07:00,Fleet Foxes,Blue Ridge Mountains,Folk,270,270,1.0,Happy,Working,Monday,10,March
2024-03-12 17:46:00,The Weeknd,Die For You,Pop,205,205,1.0,Melancholic,Working,Tuesday,17,March
2024-03-13 01:11:00,Fleet Foxes,White Winter Hymnal,Folk,202,202,1.0,Focused,Commuting,Wednesday,1,March
2024-03-13 03:32:00,The Strokes,Bad Decisions,Alternative,253,253,1.0,Melancholic,Relaxing,Wednesday,3,March
2024-03-13 12:28:00,Fleet Foxes,White Winter Hymnal,Folk,216,216,1.0,Melancholic,Relaxing,Wednesday,12,March
2024-03-14 03:15:00,Kamasi Washington,The Next Step,Jazz,225,225,1.0,Happy,Working,Thursday,3,March
2024-03-14 12:38:00,Bonobo,Break Apart,Electronic,222,222,1.0,Happy,Working Out,Thursday,12,March
2024-03-14 16:41:00,Tame Impala,Let It Happen,Indie Rock,285,285,1.0,Chill,Commuting,Thursday,16,March
2024-03-15 08:04:00,The Strokes,Last Nite,Alternative,283,283,1.0,Melancholic,Partying,Friday,8,March
2024-03-15 14:49:00,Arctic Monkeys,505,Alternative,266,266,1.0,Happy,Working Out,Friday,14,March
2024-03-15 18:29:00,Beach House,On The Sea,Indie Rock,217,217,1.0,Chill,Working,Friday,18,March
2024-03-15 23:27:00,Bonobo,Linked,Electronic,237,237,1.0,Energetic,Working,Friday,23,March
2024-03-16 15:44:00,Tame Impala,Borderline,Indie Rock,200,200,1.0,Melancholic,Commuting,Saturday,15,March
2024-03-16 22:53:00,Fleet Foxes,White Winter Hymnal,Folk,260,260,1.0,Focused,Partying,Saturday,22,March
2024-03-17 05:39:00,Kendrick Lamar,DNA.,Hip Hop,220,220,1.0,Chill,Commuting,Sunday,5,March
2024-03-17 07:16:00,Bonobo,Kerala,Electronic,263,263,1.0,Melancholic,Partying,Sunday,7,March
2024-03-17 10:44:00,Arctic Monkeys,R U Mine?,Alternative,74,249,0.3,Focused,Working,Sunday,10,March
2024-03-18 08:02:00,Arctic Monkeys,R U Mine?,Alternative,222,222,1.0,Happy,Commuting,Monday,8,March
2024-03-18 11:01:00,Bonobo,Break Apart,Electronic,263,263,1.0,Energetic,Partying,Monday,11,March
2024-03-18 17:15:00,Kendrick Lamar,Money Trees,Hip Hop,195,195,1.0,Focused,Commuting,Monday,17,March
2024-03-18 22:17:00,Taylor Swift,Cardigan,Pop,227,227,1.0,Happy,Partying,Monday,22,March
2024-03-18 22:17:00,Kamasi Washington,The Next Step,Jazz,184,184,1.0,Melancholic,Commuting,Monday,22,March
2024-03-19 02:52:00,Kamasi Washington,The Next Step,Jazz,189,189,1.0,Chill,Working,Tuesday,2,March
2024-03-19 04:21:00,Bonobo,Kerala,Electronic,232,232,1.0,Melancholic,Working Out,Tuesday,4,March
2024-03-19 06:21:00,Bonobo,Break Apart,Electronic,123,246,0.5,Happy,Working,Tuesday,6,March
2024-03-19 07:12:00,Tame Impala,Borderline,Indie Rock,253,253,1.0,Happy,Relaxing,Tuesday,7,March
2024-03-19 07:42:00,The Strokes,Last Nite,Alternative,296,296,1.0,Melancholic,Relaxing,Tuesday,7,March
2024-03-19 08:16:00,Beach House,Lazuli,Indie Rock,80,268,0.3,Focused,Working,Tuesday,8,March
2024-03-19 11:54:00,The Strokes,Reptilia,Alternative,289,289,1.0,Energetic,Relaxing,Tuesday,11,March
2024-03-19 13:53:00,Taylor Swift,Cardigan,Pop,119,238,0.5,Melancholic,Partying,Tuesday,13,March
2024-03-20 09:52:00,Bonobo,Linked,Electronic,261,261,1.0,Happy,Relaxing,Wednesday,9,March
2024-03-20 23:00:00,The Weeknd,Starboy,Pop,81,270,0.3,Focused,Partying,Wednesday,23,March
2024-03-21 02:55:00,Beach House,Lazuli,Indie Rock,136,273,0.5,Focused,Relaxing,Thursday,2,March
2024-03-21 10:19:00,Kamasi Washington,Truth,Jazz,280,280,1.0,Energetic,Partying,Thursday,10,March
2024-03-21 22:25:00,The Weeknd,Starboy,Pop,215,215,1.0,Focused,Relaxing,Thursday,22,March
2024-03-24 03:35:00,Kamasi Washington,The Garden Path,Jazz,186,186,1.0,Melancholic,Partying,Sunday,3,March
2024-03-24 05:55:00,Kamasi Washington,The Garden Path,Jazz,286,286,1.0,Energetic,Working,Sunday,5,March
2024-03-24 09:02:00,Beach House,Space Song,Indie Rock,220,220,1.0,Happy,Commuting,Sunday,9,March
2024-03-24 10:31:00,Beach House,On The Sea,Indie Rock,242,242,1.0,Chill,Working Out,Sunday,10,March
